职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
高级全栈工程师,9-12K·13薪,5-10年,本科,杭州,5-10年|本科,,0,万川归海,互联网金融,0-20人,不需要融资,ee9bb2640cc3e9d71H193tS9FVs~,温先生,运营,否,3,76329ab28180f6881XV52d65,a10a796978ecec1a03Vy0961EVJV,Am8WiXRPY0pJl-c10iVjy5GtcDHgg7gEufjrfekBdDj6Ws4JejVc03JwAG-7kMIHbKwITOAefgKdnyfj-ls0FsBoFP8c30Cst4nv0MRzrVWxKcdkCgzLhByw28QVR-7KWACuMA9bXA~~,615594290,1yECquUO94v.search.151,生日福利|团建聚餐|零食下午茶|年终奖|免费班车|绩效奖金|带薪年假|五险一金,,,拱墅区,小河,120.101008,30.322851,否,否,否,否,否,否,,否
全栈工程师,18-30K,5-10年,学历不限,杭州,5-10年|学历不限,后端开发经验|全栈无侧重|计算机相关专业|前端开发经验,0,炽途,信息安全,0-20人,,e0be3bf7a22a19a41HNy0t-9F1E~,党吉元,招聘者,否,3,02583793d3ed8ba60nN82N-_E1o~,a04865e0143edb5d1H1539u5ElZU,MSStACmWxnpjb-A1RYELuBBEyIlwPjg-rLinsm3spxEE5T5ddRSm-MbAURf5Ou0E66h9S9iwXu7lL8fgT2jYKVc5OzbOJRH1GwR4n26-_1xkwEQqMrTCQ6ReD1jnk7AFR2XX2NA6uVw6,615594290,1yECquUO94v.search.152,,,,钱塘区,和达东东城,120.37095,30.30999,否,否,否,否,否,否,,否
全栈开发工程师,12-15K,3-5年,本科,杭州,3-5年|本科,Java|Spring/Spring Boot|后端开发经验|前端开发经验|全栈项目经验,0,浙江微养,医疗健康,0-20人,未融资,890155535a92405b1X142d-1GFQ~,胡女士,人事,否,3,1ea6d1b39f76fcb60nR72Nq4F1dR,a873de6ddb14512403F_3ti4EFNY,VXKnzGWYgdHPF-S14uW2Csgmu6UAXHIvect0FF9mL_-m9PySKBIRKmk-qqmTDIPnnRwWml4SW-OOG_H__VEwLB_frm_Am3R916NuqiiSoyKE-pCvylud8FBBBxCOxmVReZlxXkITjEPgwQ~~,615594290,1yECquUO94v.search.153,团建聚餐|年终奖|五险一金|底薪加提成|定期体检|餐补|股票期权|零食下午茶|生日福利|节日福利|绩效奖金|工龄奖,,,余杭区,仓前,120.027769,30.275777,否,否,否,否,否,否,,否
高级全栈工程师,20-25元/时,3-5年,本科,杭州,3-5年|本科,,6,享享科技,人工智能,20-99人,未融资,5afbb011fe3cea731nV82d68FVc~,全春僖,CEO,否,3,036cac49d053f6870nR629m_EltQ,ba768ecfcc0accb003J-3NS-FVdX,H6lV7fobzGhCt-n1_wxIy7sxltMVrIOqAoFqUX2F0GV0DfbLvnpeOE28dgtEiElfreNF4FljDjmipeWx4UTTM-D5ge8b45i68PfvdZW9lIfrhvBSSqN-_7GM8Iuk2-_Oes39hJCNU6X7yQ~~,615594290,1yECquUO94v.search.154,全勤奖|五险一金,,,滨江区,长河,120.165657,30.185749,否,否,否,否,否,否,,否
Firebase React 全栈开发,700-800元/周,3-5年,本科,杭州,3-5年|本科,全栈侧重前端|React|全栈项目经验|前端开发经验|英语读写能力良好|Firebase|Copilot,6,杭州寰亚领英科技,咨询,0-20人,,8d7c7a05573c56bc1Xd939i8Flo~,郑先生,主管,否,3,d763f2b5f13e94fa0nJ82966ElpY,446412af48ace9db1HN_2NS9EVBS,htkqWrIWcEkHs-m1N_JM0MU2IeTgdEeGtPwOK6VZtFF1dJNbKG6eDPLEn3938DoO4N2JIjSLMYUO2QXLmpswczbf3uxBwViOFry1A1uZfHa3tiVIFaRbagMYo6rcBdFRunqV1mrkk0qkuw~~,615594290,1yECquUO94v.search.155,,,,西湖区,北山,120.149673,30.269236,否,否,否,否,否,否,,否
python全栈开发工程师,9-14K,5-10年,大专,杭州,5-10年|大专,PyTorch|Django|MySQL|Python,0,杭州桥度科技,计算机软件,20-99人,未融资,5a393d5f48a34fd81Hd93dq5,金先生,招聘者,否,3,ee4aedcc4abc0a791nZ83dW_FVc~,38cbcdc6e856545103F72d68ElVQ,0zCpBVCIch4QZ-I18SrurBaWV4qnQNoADgyloqSwo-F8hnwI_PXVyd7Xu2wIYeP7xgiH3mJzE2wQrOqV-OrMbLtH67FdEKN3BQgojqMCYD0G30rXgrnADhzJgohyZZxzNxyLNB6ROw~~,615594290,1yECquUO94v.search.156,五险一金,,,滨江区,西兴,120.226192,30.209757,否,否,否,否,否,否,,否
全栈工程师,16-30K,3-5年,本科,杭州,3-5年|本科,Java|全栈无侧重|计算机相关专业|全栈项目经验,0,树千回,生活服务(O2O),20-99人,未融资,22fc12ff593f28b41nd809W9ElI~,王女士,人事负责人,是,3,eb7728c5bd3baa140XV83tW1GFZT,baf7c98431d7e9c103d939m5F1ZV,b2YiS30rij9Ap-01JKEvDeBa_X2dTQ8Lw4kKbwhSN9HbJmp1iFXpeG0liiipuKCbMbrTBVW2K40pWV98xDRlBpom1ydf4j_ZgoNhiwKmh7RPs1gaaY4YWadMVZACK9zjpOq9itl08lDRNoN8iLBekxFOSpB_LHeOW5yBqDbnQZ7sGQRS7Q~~,615594290,1yECquUO94v.search.157,带薪年假|年终奖|有无线网|保底工资|团建聚餐|工龄奖|五险一金|股票期权|生日福利|绩效奖金|法定节假日三薪|节日福利,,,滨江区,长河,120.195568,30.198899,否,否,否,否,否,否,,否
全栈开发工程师,15-25K,5-10年,本科,杭州,5-10年|本科,Java|React|Python|全栈项目经验,0,锦绣商贸,房地产开发经营,500-999人,,dd730ada5a8413161nV-29i0E1c~,周女士,人力资源总监HRD,否,3,cb7df5fb8a42c45a1nZ409q_GVpW,7a7f75ae5325dde703d63t2-FFRZ,j91US68XrKRSP-11h_I8AoxFsc1HRf_a7FRXZyZ-qeqxIate4VOo0mMFKnFm2r1Bye-_F42Lgd3UDYoAgdAUjGUOwiVFiqJE23lOXxT8XJJEPalgoDtJKQNg6sP_k3YVfZzJEeLSW3gu9w~~,615594290,1yECquUO94v.search.158,缴纳社保|带薪年假,,,西湖区,西溪,120.063774,30.280683,否,否,否,否,否,否,,否
全栈开发工程师,5-8K,1-3年,本科,杭州,1-3年|本科,全栈侧重前端|Node.js|MySQL/Redis/MongoDB|全栈项目经验|ruby,0,冀信科技,电子商务,0-20人,未融资,e2d2402b118f3bde1XRy2926GVE~,胡程涛,老板,否,3,6bd30c2909a06d431nV-2tW7E1JU,0e71fd5cb4c27d151XJ_3d2-E1ZU,SPYNBa2NYJcBr--1j9FKqiI-0B61UBlp9KStuoKI3vWglDNgtce3FNZnUtGFh4NqajIkYvQ7YlYLL2Y5sSG8LbKuwkEL0NCad_SZag0aBCRvcZ_pqcxckM9vdDriFDXgyp-V01e3tgFifQ~~,615594290,1yECquUO94v.search.159,年终奖|团建聚餐|零食下午茶,,,拱墅区,三墩,120.101069,30.322689,否,否,否,否,否,否,,否
资深全栈开发工程师,18-21K,5-10年,本科,杭州,5-10年|本科,全栈侧重后端|Java|Spring/Spring Boot|Golang|MySQL/Redis/MongoDB,0,杭州壹网壹创,电子商务,1000-9999人,已上市,55e7888744a5f1af1XZ73tu0,沈女士,高级招聘HR,否,3,55f5f9965e1818b61nV-2N2-F1VZ,d47a65fde7a892f503J_2NW7GVZQ,OvFuB6dZaN2Lf-f1W7XkVWVuQnpcY8h8RPYPiqzgCCEnW3KJXZ70sy5ypEosUCnSEHt7_JPxtf1g8Rs4AwFGhEUqIgNyKXjLY31qjB46_wKkbuvfVToK8MBNq8c7QKMLNu9jBcW2KJk~,615594290,1yECquUO94v.search.160,住房补贴|超值内购|年终奖|带薪年假|员工旅游|五险一金|节日福利|餐补|零食下午茶|股票期权,,,钱塘区,和达东东城,120.373223,30.30766,否,否,否,否,否,否,,否
Java全栈开发,10-15K,3-5年,本科,杭州,3-5年|本科,全栈工程师|Java,0,真型,大数据,0-20人,未融资,c24e50a55e6e3ecb1nd709i5FlM~,严小兵,HR,否,3,31953b3a2d33d7b80nZy3N-0FFJT,5c16a722a1794c331Xxz3Nq9GFFV,tB0LW84d-Ylps-C1oo48uMBokoFPQSso5nAS9MS-l3jmYK1cXMkEVJQ3R08e8ZOLcDTiAA9Ae0SsmMiDL5wD0m0Fq2S8skyAzeIm-FIc5l27NNVHPIvWtNV4vRTrtA7DKOdRvRpKaFoVfA~~,615594290,1yECquUO94v.search.161,通讯补贴|年终奖|节日福利|五险一金,,,上城区,钱江新城,120.208124,30.239155,否,否,否,否,否,否,,否
资深Node开发工程师（Egg.js方向）全栈优先,17-30K,5-10年,大专,杭州,5-10年|大专,Node.js|JavaScript/TypeScript|Node.js开发经验|大数据处理开发经验|前端开发经验|Vue3,0,杭州小采数智科技,互联网,0-20人,未融资,d65cd830b55370251HNz396_F1Q~,徐根福,招聘者,否,3,d290505118a5827f0nx639i6EVpV,9eab3b4e8b6e98c21H152d67GVNQ,9yh1_VmS1pjxV-R1uGjgSIUm6T1qiu7YlcBxnGJjcWIshng9gFl92JCKt-HGOVCWM4EQ5thB-sUnMzN01DmncBaS_JN69REemz9vtsOdaUSy5JqMV0o36ybc3EyhTImiHTcV6FJm9naAiA~~,615594290,1yECquUO94v.search.162,,,,西湖区,三墩,120.064723,30.32473,否,否,否,否,否,否,,否
java全栈开发工程师,11-16K,3-5年,本科,杭州,3-5年|本科,Java|不接受居家办公|Hibernate|Docker|微服务经验|SpringCloud|MySQL|Redis|react|Oracle|ERP开发经验|antdesign,0,新中大科技,计算机软件,500-999人,已上市,691a11584e38f0381nNy2ty6Fg~~,马礼慧,招聘人员,否,3,56e7c4768f60c5850HZ739u6FFBY,9c70e0de5b381de203J-2tm8E1JQ,juPlGj0WnAq6W-h1bhel5JVBpXWiuR07TW5zUYdW3iN9TyPug1bSOHzTWAHA7wHMVdUDMbdHELgPig4baJCQtkXRsoCosiNVRnukXj8F53LMhob5rA36QZ2mI1edkPWAZrlVy0hkBTYw,615594290,1yECquUO94v.search.163,通讯补贴|定期体检|股票期权|交通补助|带薪年假|员工旅游|五险一金|餐补|年终奖|周末双休,,,拱墅区,万达广场,120.118381,30.336236,否,否,否,否,否,否,,否
高级全栈开发工程师,25-40K,3-5年,本科,杭州,3-5年|本科,JavaScript|CSS|Java|PHP|Golang|全栈项目经验|后端开发经验|AIGC,0,斑橙科技,电子商务,0-20人,未融资,f336defafdf3be5c1nV82ty9EVA~,蒋先生,总经理,否,3,1700a8d0b5f402a21nV43ty_,7c0fea29a2db022d1HZ_0tW8FVtY,6e-qtmhbBJqiJ-u1Yuzlo-8oDkxM-cgglNYOdlc1FtR0-KlhemuyAMZOxi28NtiC4yCJ4jKBof48YOhf317tR3gZ9lOzXvI9WhJCJPg_ceTLo5ZCMOB6NM38bJbRAhaG-Xb8xIm1Gg~~,615594290,1yECquUO94v.search.164,股票期权,,,余杭区,仓前,120.00487,30.292227,否,否,否,否,否,否,,否
高级全栈工程师,18-19K,5-10年,本科,杭州,5-10年|本科,TypeScript|后端开发经验|Vue|PHP|Node.js|前端开发经验|Python|全栈项目经验,0,元豹科技,互联网,20-99人,天使轮,9ef3c4334136dd5403Z73tu4F1U~,吴敏,创始人&CEO,否,3,f16b63be7193c6ee1nZz2NS4,489afcc7e7baeb9203F53N-4FVZZ,Ug53jsMmfugrn-Z11euXG1bJqlPtPNKSyIwkwaIAcZwD2qGbmMbBuaCaloVw3cKDeF4YeWxirX4Srk719Vhqy7gUKdbAu_SCihoPD6JFbFRpy5Js5JZ3T0JTufAEAreQgtb-lxzmwQ~~,615594290,1yECquUO94v.search.165,节假日加班费|工龄奖|五险一金|加班补助|带薪年假|餐补|生日福利|交通补助|底薪加提成|保底工资|绩效奖金|股票期权|节日福利|团建聚餐|年终奖,,,滨江区,长河,120.180195,30.189665,否,否,否,否,否,否,,否
全栈开发实习生,160-200元/天,,本科,杭州,3天/周|3个月|本科,全栈无侧重|JavaScript|HTML|CSS|Java|C/C++|Python|计算机相关专业|全栈项目经验|AI心理|浙大学生优先,4,维熠教育科技,其他专业服务,0-20人,天使轮,596a46e2aab7b0551HRz09u_EVQ~,张女士,HRD,否,3,cf77d7074f86341a0XZ52tW1F1RT,ae4772951ac5ee5b1Hd53tu4EFVV,0kAm30ZxSfEdQ-c1DxLDmHzPZlv7LOq4_shBTR3os7Z1ykCIJLcFnDnTb4Hiu44_Dtrb_ciA0IRHfnQ2-DdCccDLQRzssX2IU_kr-h4TYpcWnYy2RKgQujUe8PMXh1_bC-TM_GjWb6mQWg~~,615594290,1yECquUO94v.search.166,年终奖|保底工资|带薪年假|团建聚餐|有无线网|股票期权|五险一金|绩效奖金,3天/周,3个月,西湖区,三墩,120.062355,30.325667,否,否,否,否,否,否,,否
Python全栈（实习生）工程师,200-250元/天,,本科,杭州,5天/周|3个月|本科,团队管理经验|爬虫经验|Elasticsearch|MySQL|Redis|架构设计经验|Python|Flask,4,杭州蜜鹞媒体有限公司,大数据,20-99人,A轮,de9d6ae01b6551091XR52Nm5E1U~,斯迪光,执行股东,否,3,0e022a0c43f5030e0HB73tS7EVc~,0d818ab568204e5f03Z_3dW9ElVZ,DwYtqHyIIPeZ8-L1hRM3jvCofh7S2d9wWpTcHnwd4uqO7ko6V5uIIMhtEKkYtTcEDHnG0-uAr20J7sz0zapyOsNwWTnFlLW7QP4tKOIqkID7ryz62yXbprGEJzqqusFdIMRnv6TKfLjK,615594290,1yECquUO94v.search.167,五险一金|员工旅游|年终奖|带薪年假|餐补,5天/周,3个月,西湖区,西湖,120.100803,30.270985,否,否,否,否,否,否,,否
Web开发工程师（全栈）,16-24K,3-5年,本科,杭州,3-5年|本科,Java|PyTorch|微服务经验|MySQL|Hadoop|运维开发经验|Spark|架构设计经验|Python,0,杭州新传实业有限公司,证券/期货,0-20人,,7ff3554cfbbce8ec1XF72t68EVM~,项女士,后台主管,否,3,1cf08343e48a0df80nN529W5FFdS,4708d26a4ca106271HN92tS-FlNX,4ndhuhAIGD-Gj-h1YOO_vbPXYwvAW5elZlGXOceOmni7oHMW1mv_dIxJl58u6awpWrioHsoMjANn-UX0dPp4qWriOUZFlUZA7i3xMBsIgk75ptU8blPpFvbipee1SbXkxGNeVPU99WbOaw~~,615594290,1yECquUO94v.search.168,团建聚餐|带薪年假|节日福利|年终奖|餐补|五险一金|底薪加提成|员工旅游,,,萧山区,北干,120.25066,30.180856,否,否,否,否,否,否,,否
python全栈开发工程师,12-20K,1-3年,本科,杭州,1-3年|本科,,0,杭州西湖交互机器科技,互联网,20-99人,天使轮,ac4ecb6ecbf59e521HJ-0ty1ElQ~,刘女士,行政专员,否,3,57aaeb2dd3a59c140nd82Nq1EVdX,345e5812b17590eb03F83ti-EFpR,kMe9XOOuwcfGD-h1q2AfKz1QRxRTNRkKTS2GUSmKGzf61g5nuOCjtFbq3bQTZNsvF7NPH3toHfnVKXe9ZaKAtpk4_j4SewQg1IOBeZq_s8ZFJRnMXCLpbdr5fTyVIv9oxa6d3cQZ1wb2Sw~~,615594290,1yECquUO94v.search.169,高温补贴|五险一金|双休|生日福利,,,西湖区,西溪,120.061793,30.31519,否,否,否,否,否,否,,否
全栈工程师,8-13K,1-3年,本科,杭州,1-3年|本科,全栈无侧重,0,取新智能科技,人工智能,0-20人,,a4c5796d349a18b103V90tS9Fls~,朱萌,人事HR,否,3,822dd4ae12bee7df0nRz3d-9E1M~,125888a1bfaf28e203B83ty4E1pR,DEHjEZc3fY_la-b1H6YwA9chAkuWBEEDnAxGAtRDbksFsClZVE1xUx9fdcuMUb9JixkriiVZOYd9L1vncmBe4TAEPkfR_-YySQkKAM2gACKLzIiRjGaMxa3W_Jx5RmUqdjXbXLcY95ip,615594290,1yECquUO94v.search.170,,,,西湖区,西溪,120.100659,30.300959,否,否,否,否,否,否,,否
C#、ASP.net全栈开发工程师,15-20K,1-3年,本科,杭州,1-3年|本科,C#|ASP.NET|计算机相关专业|C#开发经验|.NET开发经验,0,检讯科技,计算机软件,20-99人,未融资,c60ea332a975a0b91nN7292_Ew~~,金琳,经理,否,3,b92bd4b97d58d9490nx70tq6E1FX,0a764dbbd94516341X1-2t68E1ZZ,rZlPPABzlaLIB-C1_24-kn0adFfbikC8QA2Wmnm5RNd5kDkXiyhxjb4KcSyzNGuYVBFiCHGk8tiI7NpDj-X2mJ-hOZuAW-XSMirFX8KNsQe0m8ST_4JD8ZGdLbqNQSE2uxUHGaRhwnLo,615594290,1yECquUO94v.search.171,五险一金|年终奖,,,滨江区,长河,120.225692,30.209643,否,否,否,否,否,否,,否
初级全栈工程师,3-8K,在校/应届,本科,杭州,在校/应届|本科,Spring/Spring Boot|接受实习/在校生投递|JavaScript|全栈侧重前端|Node.js|计算机相关专业,5,城一数研,计算机软件,0-20人,不需要融资,4d57f6121c5920561H163du0Els~,刘女士,HRM,否,3,a93e78f40dd48bab1Hx-3Ny9Fw~~,df6351231e97580403Ry09i_E1FX,pRFSaa-lwodn9-g1aXRxK9_j2NFv88prqhi2LiI5_TC1CD0QhNiAC7eJQ0A5CDfInpb1zUDylP5pm2JE494_VvfIhPbJmcqOsnXw0rcFeGMAzdfkvEpkYnWHEHOkDpOs6ifgWcwZGs0~,615594290,1yECquUO94v.search.172,五险一金,,,滨江区,浦沿,120.139648,30.185685,否,否,否,否,否,否,,否
中级Java全栈开发工程师,10-13K·13薪,3-5年,本科,杭州,3-5年|本科,Java|SpringCloud|MySQL|Spring,0,易雅通CRM,计算机服务,100-499人,未融资,3bf928bd98cb49231nN72d-0Fg~~,俞女士,项目经理,否,3,1d9c271d1c8e234803dy2tm5GFs~,4ed69b941176e08203F92tm0EVJW,CnEFf9VYUKlzw-H1wd6txD6gmK1SpbWKLfDWbOQBZeEp_xdqCgrgQ03Vta91ozHjXT6SpgNwqjqBAC-QmGCPcmK3vdZuv28-YqOTM1mMRstZiC41w3GCJLKzwWrQ0QJUg1VB1X_Qf-M~,615594290,1yECquUO94v.search.173,员工旅游|定期体检|年终奖|带薪年假|交通补贴|生日过节礼品|交通补助|零食下午茶|通讯补贴|节日福利|五险一金,,,拱墅区,建国路,120.177946,30.264848,否,否,否,否,否,否,,否
全栈偏前端,15-22K,3-5年,本科,杭州,3-5年|本科,Java|Spring/Spring Boot|Vue|JavaScript|全栈侧重前端|计算机相关专业|前端开发经验|全栈项目经验,0,微工科技,互联网,20-99人,未融资,be27dcea715a7a901HR-2d8~,叶日发,总经理,否,3,68d87f07789930e80XVz3dy7GQ~~,9aeddf0e6198d3c01HJz2Ny_FFdU,0ifNR0TJ2Aaum-V10AsqWppVccjthunh0vHz5VICx7coMJSthw7AYoKWZ66cCK3Spi1n5sbnW0OnM506EVQUfoeD-1195jwvWhySnFmMJMN-NmgU2dIJn9vvTUeyzsRbPJcSyf0~,615594290,1yECquUO94v.search.174,全勤奖|加班补助|五险一金|生日祝福|年终奖,,,上城区,丁桥,120.214585,30.339899,否,否,否,否,否,否,,否
全栈/后端工程师,27-50K·16薪,3-5年,本科,杭州,3-5年|本科,,0,智谱华章,互联网,100-499人,不需要融资,18815b858c0b88250nd72N66Fw~~,陶金亮,HRBP,否,3,df4f59e09b5acc9703Vy29y_GA~~,da6d73748f1e4e7003Bz09m5F1pS,yO4H0Jki4S6W0-J1EHio2cr4n4hYZoh-Ca7XLOYusC8j36OAYNObEF1O3vnN6137j7YSdLyCGhp1iPQMFr4YgRIHEhxeK-Jhb2TRCpHgpY0bWsUr4HCsj7_gKU8HJBihYiPfE-tcvg~~,615594290,1yECquUO94v.search.175,股票期权|年终奖|补充医疗保险|餐补|零食下午茶|五险一金|包吃|定期团建|定期体检|节日福利|免费工装|生日福利|团建聚餐|带薪年假,,,,,120.23358,30.241362,否,否,否,否,否,否,,否
前后端全栈开发软件工程师,15-30K,3-5年,本科,杭州,3-5年|本科,,0,珞微科技,信息安全,20-99人,未融资,1bde54e21a06956a1HR909u6F1U~,倪章翔,总经理助理,否,3,3d3b4947d3c31fa40XZ70tm_E1VV,e203eff35f89b08803Bz2N-6FVNV,gOZK8JVZMl1Hb-K1OODntMv9ziRxp3JFk5SCjDlmfEruERWBMAcCLOpyi1yn52SOQIv60Vcgq87Ls5FKPmq11h3o0L6I6J_2pVm83wHfaeRaRQWW5o5f5LXZUkIGDyXGWR5MUkBlfC1QEQ~~,615594290,1yECquUO94v.search.176,生日福利|免费工装|团建聚餐|节日福利|五险一金|零食下午茶|定期体检|员工旅游|保底工资|全勤奖|餐补|带薪年假|年终奖|有无线网,,,余杭区,五常,120.045677,30.294416,否,否,否,否,否,否,,否
昇腾AI全栈开发工程师,15-30K·14薪,1年以内,本科,杭州,1年以内|本科,Java|Python|数据结构,0,华为,计算机软件,10000人以上,不需要融资,02cd05cce753437e33V50w~~,廖女士,软件工程师,否,3,519e2eadccf78b070Hx82d64F1M~,87385b41a39589431XV90t29EFVY,4rhpbdXTG695I-11uncrVsDfzgmqZV2R7zdXOO3hZgRhyGsJt2Nfcflt-LUKuqEjVDXaTJfGsx0yOM2xzDK5uQZ3kj_0MHSJHckhkT2atdMPY34BKet35sQwpr6IkUgZwXmYxVc~,615594290,1yECquUO94v.search.177,夜班补助|保底工资|股票期权|法定节假日三薪|企业年金|员工旅游|加班补助|免费班车|节假日加班费|定期体检|零食下午茶|补充医疗保险|交通补助|带薪年假|绩效奖金|节日福利|五险一金|意外险|年终奖|团建聚餐,,,滨江区,长河,120.205796,30.183938,否,否,否,否,否,否,,否
全栈工程师,12-13K·13薪,1-3年,本科,杭州,1-3年|本科,TypeScript|Golang|C/C++|后端开发经验|JavaScript|全栈侧重前端|React|前端开发经验|Python|全栈项目经验,0,杭州智势,智能硬件,0-20人,,a663fbaa701b9a9a1XB80tu1EFI~,郑卫飞,招聘者,否,3,65a067080ab322d51HZ-29i7Fw~~,4e9537567732b5541X153tm1FFRY,Nzh3EcWgPcnQU-d1tzfmXUbBl3q_DsfOdhy4qM3_9yZnofgEBY2YAUpb2xy5fxnjMvzEXCYw9e7iBotZ_H1V4JjR0kGvQh9ugcj0xXHg2NYRfvz0O5odSkrCw9VEdJh7ODUpAX5mJNg~,615594290,1yECquUO94v.search.178,,,,余杭区,仓前,120.001809,30.280821,否,否,否,否,否,否,,否
全栈工程师,25-50K,5-10年,本科,杭州,5-10年|本科,React|JavaScript|HTML|CSS|Java|Spring/Spring Boot|全栈项目经验|金融   银行,0,某大型银行公司,银行,500-999人,,,彭琪,猎头顾问,否,3,bcb9bdd65b0a8cfb0XF639-6FlBZ,f3a26f6e31dbf6b503J_3t66FFJQ,kMmZRA-ft3M8h-K1VqTU8LshR_59GKvurBeb8ZtU57XOpIkpnFTW19Lzuwqcciwf9mubm-5DRVGOaISDBZSAsXhquKkUbn1QhU72nyfhVAEMbTLuIl_bRIvHG4mBvPz8rzrWAHDYtOxKNA~~,615594290,1yECquUO94v.search.179,,,,,,120.21626704108174,30.245991646192177,是,否,否,是,否,否,,否
全栈开发工程师,8-12K,在校/应届,本科,杭州,在校/应届|本科,TypeScript|Java|CSS|Spring/Spring Boot|ArkTS； Android|JavaScript|Vue|全栈侧重前端|MySQL/Redis/MongoDB|计算机相关专业|前端开发经验|全栈项目经验,5,红杉云澎,企业服务,20-99人,未融资,0b18b9ddb3af051003d90tu8Ew~~,王锋,招聘者,否,3,40a0232087d570a60XVz29q7EVA~,bdfe782a3dde9d8c03V40tm4FlJS,NlFrODN2-qydp-t14IbPAXhPgKEYKD5LEVg5M5i8yJ7krCJE2QjYQUWZ6MkoZeiycc1eoZ79WVslT1U3TFK2xMfR5bEzE7VwOsBgpYxu5dhfNqKrI4A8FqEO4LKWzZIUAo0hyw0kSQQ~,615594290,1yECquUO94v.search.180,股票期权|带薪年假|年终奖|餐补|员工旅游|定期体检|五险一金|交通补助|节日福利,,,西湖区,西溪,120.114187,30.291126,否,否,否,否,否,否,,否
全栈工程师,8-10K,经验不限,学历不限,杭州,经验不限|学历不限,网络编程|全栈开发|UE4开发|WEB开发|Windows|Android,0,特效小哥,广播/影视,20-99人,不需要融资,85b1efe2d11acb7d1nB72NS7Elc~,许震雷,HR,否,3,74b9a824c94b859003Z82dm5EFM~,8f2b5e4137b5049e1XV_3t66FltS,mW6HyDmOx57d_-81F_78W7AbjfYM-9JJd_DZTLZ9jiu6gpxEJNv583zhQGYhWLHdX5Hb07mVo1dmDXSHNw-8rUPT6ye9xZffB1M5YHbI5mR8h9peJTpf3uyizt_KJQJy-fs-1Zfqls8f,615594290,1yECquUO94v.search.181,生日福利|节日福利|团建聚餐|意外险|工龄奖|法定节假日三薪|交通补助|定期体检|节假日加班费|绩效奖金|通讯补贴|有无线网|保底工资|五险一金|零食下午茶,,,余杭区,仓前,119.978325,30.279917,否,否,否,否,否,否,,否
全栈工程师,8-12K,在校/应届,本科,杭州,在校/应届|本科,JavaScript|Java|C/C++|Python|Spring/Spring Boot|计算机相关专业|全栈项目经验|前端开发经验|后端开发经验,5,研几私募,证券/期货,0-20人,,99213f15f4e3cde21HR53ty8E1c~,李兰,行政,否,3,f29059ce9f2efaec0HV53d66F1FT,68c44bc515a4559f03F43d25E1dV,Ce6EKwD8WV1Il-010sCW_68eyHTLn0-3YXit1fbOSFvvGEUQMR6Oe_J0akNsYeGcmEHH4wUMatb0jfJ5aVY0cKfqEb0OCULQdINSlXtO1VTP_we_6edBIv-P05PGAIzYfjjkHf4HrK5zHg~~,615594290,1yECquUO94v.search.182,,,,滨江区,长河,120.198183,30.208154,否,否,否,否,否,否,,否
java全栈工程师,8-13K,经验不限,学历不限,杭州,经验不限|学历不限,SpringBoot|Android,0,易事通,计算机软件,20-99人,,b7d0e77835e2083f1nNz09u6FVA~,赵碧英,经理人,否,3,da29dc44453a47dd0ndy3tW8F1RW,b956b095cc54b7061nJ-096_FldR,sEy2cbywcv9Tk-51KFF7jaRuTaB8YkceA4HmJaJqGRtlIKm_rm5PwSAxT-5hQGBuqfb1WqD4J6duoT7-BVgou4IrOT5HggAvpn74EsrAlgNOfEh7oooDsaxYfbXbpQmnXnb7wEDQf-P22A~~,615594290,1yECquUO94v.search.183,,,,滨江区,长河,120.201176,30.177168,否,否,否,否,否,否,,否
高级全栈开发工程师,15-25K,5-10年,本科,杭州,5-10年|本科,Java|Spring|MyBatis|MySQL|团队管理经验|接受居家办公,0,名遐信息科技有限公司,计算机服务,0-20人,不需要融资,2a07e337d16706a21n1-0t--EFU~,曹女士,人事,否,3,ff40b19cb45f28001nR90t65GFBQ,97bfc152da29a83e03J53d2-EVdS,zY7wMrGbb8eLH-G1xpGeVaU7xi83t-x95nQSOH-k4ibsBbb3D89wUbEz8pNRtqs6rTQBNmeyKKrA1_wXHw_EO7ZwiKyVMyqegTOPu4lmngEkPN_yw8IZY2xDHV-ZQJLUDC4g4yNusbRl6Q~~,615594290,1yECquUO94v.search.184,年终奖|带薪年假|五险一金,,,西湖区,西溪,120.050871,30.23625,否,否,否,否,否,否,,否
