职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
高级全栈开发工程师,20-35K,5-10年,本科,杭州,5-10年|本科,全栈侧重后端|TypeScript|React|Node.js|计算机相关专业|全栈项目经验,0,凯棉科技,计算机服务,20-99人,A轮,c3368fa21b6d60891XB-0tu1Ew~~,赵黄强,项目总监,否,3,d59840cbb446d3a00nd82NS9E1o~,eacf45f41d8226571HJ_29S6GFJR,xl3cVQjLiEqmP-E1trJdTQgb8M445GkPWKOslow0AxFapXmorcHhHPXsUwXz7RxpMh5ge45Ghw8Ao2OrXJS9OS5gPmSEBuez9H1yU53X6lqgr-G6hV-eW9Yunx3l9AOG1KuqoaSc4rU~,615594290,1yECquUO94v.search.185,股票期权|加班补助|节假日加班费|保底工资|节日福利|年终奖|五险一金|生日福利|团建聚餐|定期体检|带薪年假|全勤奖|零食下午茶|通讯补贴|交通补助|五险一金|法定节假日三薪,,,西湖区,古荡,120.120388,30.276736,否,否,否,否,否,否,,否
全栈开发工程师-AI电商方向,12-24K,3-5年,本科,杭州,3-5年|本科,全栈侧重前端|Node.js|React|全栈项目经验,0,乌鸫科技,计算机软件,500-999人,不需要融资,99d5004b33c2f2150XF43t28EQ~~,金女士,HR.招聘专员,否,3,65c29b223cb5f09d0nN829S1GFVV,e60968ea3523948203F92Nu-GFtV,x3QxkrZBWdtGQ-_1A8V7iEURS0KUizdbZwrZGD190AW8MIT5m89lRYe86To5zdtWJdUct6oPujAT-Xd-F1mPvStQUuw7NblGWac1QHJOAr-5Ziy0reBo-w188xt2n1n4hI7-vNrcXFzu,615594290,1yECquUO94v.search.186,餐补|员工旅游|团建聚餐|定期体检|免费班车|年终奖|节假日加班费|带薪年假|五险一金|节日福利|补充医疗保险,,,余杭区,仓前,120.023164,30.28337,否,否,否,否,否,否,,否
"全栈实习生(vue3,java)",150-250元/天,,本科,杭州,4天/周|6个月|本科,Java|不接受居家办公|MySQL|专业前|Redis|vue3|Spring,4,开市斧,计算机软件,0-20人,不需要融资,024624d7eac82dd503V62di4ElA~,杨先生,产品研发负责人,否,3,a49f581c71be48e71Hx43Ni4Flo~,8e1ddc030b55ed5703F-2t66ElNW,fgAPIsO5xHcfP-J1nEReLwIyoHJJv-X0a7KHZFsq5LRAa6X3iQOh3FewwRkDIh2Xe3sjsIWcBJwgOOZuyvTUkuLD6-BWoL-5vkQcdu6fHqWHdn9d2Ie-HAeCg1Ch4ZYGhlat2kYA6jZo,615594290,1yECquUO94v.search.187,通讯补贴|节假日加班费|有无线网|年终奖|加班补助|团建聚餐|五险一金|绩效奖金|保底工资|带薪年假|法定节假日三薪|股票期权,4天/周,6个月,滨江区,长河,120.221486,30.205855,否,否,否,否,否,否,,否
全栈工程师,500-260000元/月,经验不限,学历不限,杭州,经验不限|学历不限,全栈无侧重|全栈侧重前端|全栈侧重后端|全栈项目经验,6,火线传递,音乐/视频/阅读,0-20人,未融资,850702d5eb0d8c3903N72dy6Fw~~,张杰,经理,否,3,50c2ae6b5c4f3d7b0XF62ty9GVE~,430637ad3000f70503R80ti1FlRW,PSqZzpaex3G5R-c1UBc9fshxkxFaX0dIzKu_cbgLuYv-Sz4TKBmiBq1QH_AfbjkGVXcX95ndGTo0ninVpwcY6mb2IY74oQDrSNl--x0h40R9C_ACKi8_QrUghx1OJpiDHjpOlCISkMo~,615594290,1yECquUO94v.search.188,,,,拱墅区,上塘,120.144666,30.313177,否,否,否,否,否,否,,否
高级全栈工程师,15-16K,1-3年,本科,杭州,1-3年|本科,,0,医群健康,医疗健康,0-20人,,215fd23988bf62431X1539W7FVA~,王宁,招聘者,否,3,b5129f4b6c0f33d603R739i4EFs~,3b8a680a5a4e534f03B70tW_FlpR,s68Yh9RCzcUxm-61OezWzIhhJz-qZBpWNBzNLHyscJ0wWLkd9ObB48D1A-Vm7u3acrao3VKDPhdlF-Rva_MLdUQ97dbU6LIBQJj3FddGV79nFuqJXf7ewSanMHpi-pVfOD-nQ1X4LlQG,615594290,1yECquUO94v.search.189,团建聚餐|零食下午茶|五险一金,,,拱墅区,文一路,120.106084,30.303038,否,否,否,否,否,否,,否
全栈实习生,150-170元/天,,本科,杭州,5天/周|3个月|本科,Java|JavaScript|Python,4,中控技术,计算机软件,1000-9999人,已上市,da74a7222c9069321XJ629W7,王欣雨,HR,否,3,9ab64c2bacc5d6ba0n1y3Ny6F1FS,d290a1fd6993421703dy2N-7GVZY,IlJB2DnqzUC6O-F1-dcYJMjyiTLjCFvgcnGRVcN-hZq-SlZrjcvw8919RXjcMPe3VwwQIyRbRA59XOKjZ-LGZhiaQVwbzAigr2SlIFERBBTVibUvOZfCPi-VuGGAZ91-likiUGOVPbQ~,615594290,1yECquUO94v.search.190,补充医疗保险|法定节假日三薪|五险一金|交通补助|年终奖|带薪年假|股票期权|通讯补贴|定期体检|节日福利|餐补|住房补贴|高温补贴|零食下午茶|包吃|生日福利|加班补助|团建聚餐|员工旅游|免费班车,5天/周,3个月,滨江区,浦沿,120.138762,30.179663,否,否,否,否,否,否,,否
数据治理平台全栈开发,18-28K,3-5年,本科,杭州,3-5年|本科,全栈无侧重|JavaScript|Vue|Java|Spring/Spring Boot|计算机相关专业|全栈项目经验,0,杭州怯薛卫队通信科技,计算机软件,0-20人,,cef1a0ea995b9d0c1H153t65Els~,陈军,HR,否,3,a0fc9ae9ba1b71191nR83N69E1BV,355d437c3cb531ac03d-3Nq6GVtQ,CORI7rhvLOjAI-o18bmSIB8h2Xd1AAZhh0Ew8eASNPBoz21_HYiE4hdouTUhqozQXoqkcW8ssgr9k7kmDYdeqtS1wSlvdPuccw6Px-lVspTQa6z98nKdclhmnpmGDKNL0BqlmA-KSsa0uA~~,615594290,1yECquUO94v.search.191,,,,西湖区,古荡,120.110103,30.267224,否,否,否,否,否,否,,否
后端/全栈开发工程师（AI电商商家工具),18-28K·13薪,1-3年,本科,杭州,1-3年|本科,Java|MySQL|Spring,0,杭州朗珏,电子商务,20-99人,不需要融资,99fc010755806fe6031_0ty_EQ~~,高方,副总经理,否,3,ecf5b12f4a4ec1b31XJ72du1F1U~,2fc423db0835c05403Fz29S9FFtV,GOwJR0iodpBM_-V1sZ8Wo4khzbDnQhMexRfeecgoVBBtttWZALcLV0OuAxYsJ1zhVL2ea70URKf_MYYtmF0SZj571I-xl6lLeYvQ0orpX4h1etf6D4umnxFBPG5snVV6T70IjIVh0fg~,615594290,1yECquUO94v.search.192,保底工资|节假日加班费|五险一金|绩效奖金|年终奖|零食下午茶|节日福利,,,拱墅区,上塘,120.202708,30.325674,否,否,否,否,否,否,,否
全栈工程师,8-13K,1-3年,本科,杭州,1-3年|本科,,0,杭州凌柒凌亿,旅游/景区,0-20人,A轮,7acf39adb35af5c51XR-39y4GVU~,吕彬彬,总经理,否,3,4d873f30b988e87d1nJ53du0,b2d5fa2625bdcfea03Z52Ni_FFBT,R1VAJdIL6XP61-b1ngRPurs9Rp8JKyq-MHipeAzMkIYBnocSrqsRo9tdI4fHIKxmjslympTwNEG4sFuAOMD4uG6WjV-bnE7jtgYjfnIHYya8YUHToXQoW4ljLqlNjCEQWvenSB_wRg~~,615594290,1yECquUO94v.search.193,生日福利|团建聚餐|底薪加提成|带薪年假|五险一金|年终奖|夜班补助|员工旅游|保底工资,,,萧山区,萧山新城区,120.248821,30.203537,否,否,否,否,否,否,,否
棋牌游戏全栈工程师,11-20K,10年以上,本科,杭州,10年以上|本科,Cocos Creator|麻将|lua|skyuet框架|棋牌|Cocos,0,烨欣,计算机软件,0-20人,,8214f9b3cc22c1f11H1539-_E1I~,张先生,高级招聘专员,否,3,6f421d131d152f9e0nN80tW6FlpU,d4aa7c2f6fe84b7203dy0966E1VW,-RBKXIIbavGUf-n1adLZJOFU7p1M8WyzVUIhQrLONxXZYL-1boxiWXLMS1upmlTRSKGQJyOrCMMNhwr4J--kFOW9w0W2x93AtDMGocK8Anoatq7IRUfsa7HYNujrR2yvr4qlU3Xntuu8XQ~~,615594290,1yECquUO94v.search.194,,,,富阳区,富春,119.932637,30.089746,否,否,否,否,否,否,,否
全栈开发工程师,16-25K·14薪,1-3年,本科,杭州,1-3年|本科,全栈开发|后端开发,0,华为,计算机软件,10000人以上,不需要融资,02cd05cce753437e33V50w~~,叶毅威,后端开发,否,3,e135b95e0a461a930HB60t--Fls~,21652376cd48ef281nJy2d2-FVVR,0fcY9yxmUfnmj-L1fvyIQe5us5B8bNWzIy7zhW7RP4BDjwvVQGDoe_Q_bporl3ZsIAoWonia4dwGqQ40BQ3emN98ZGj4dPZXCwQGxm_PF6R9WEgIOq3t9qBGIlNmtXrDq1NQUvo~,615594290,1yECquUO94v.search.195,免费班车|带薪年假|保底工资|夜班补助|节假日加班费|五险一金|股票期权|企业年金|绩效奖金|法定节假日三薪|节日福利|员工旅游|定期体检|补充医疗保险|意外险|交通补助|年终奖|团建聚餐|加班补助|零食下午茶,,,滨江区,长河,120.205783,30.183937,否,否,否,否,否,否,,否
全栈工程师,15-30K,1-3年,本科,杭州,1-3年|本科,前端开发|全栈开发|GO|全栈无侧重|后端开发,0,数与科技,计算机服务,20-99人,不需要融资,b8b14fc174a0c58e0HZ709u7GA~~,马先生,招聘者,否,3,99e1a624614242241XJ_2dm6GFI~,f9013f6e399603fa1XN409q4FlNZ,5rkJxx9B8au2u-N1dy_9h9HBPm9y5Zz88_IORPXF3YbtUDH-zklD_ArNgrKWmHzK9JFrc3sIUNuHhP6PgnXiGkllmzMVpyGJgdWm0EMbhsWZTh24tK9s9cmJdpdyULEfXDGqYXBUikc~,615594290,1yECquUO94v.search.196,五险一金|股票期权|员工旅游|带薪年假|餐补|节日福利|包吃|零食下午茶|年终奖,,,余杭区,仓前,119.998303,30.276959,否,否,否,否,否,否,,否
Web（全栈）开发工程师,8-13K·13薪,经验不限,本科,杭州,经验不限|本科,Javascript|vue.js|node.js|前端开发|全栈开发,0,京云建筑科技(杭...,互联网,20-99人,未融资,9657fdefe12b7a9e1Hdz09y7FQ~~,姚继锋,CTO,否,3,0659d3f1aad031d90nZ83d-_EVo~,2f39a7869ba579f71HN-292_Flo~,ApaPrCatBM8pX-615v-A7104bVDcqrebSeF1FawWDRNpUlL0NCwaUVJ6Mf56Lgun4qdVG0Oxkkf4-sz3sY0a9yLlxOYoDuk1agg03lQ5AtMHAbKF45zjQVu2nVeEPUr20z9AC9C4rw~~,615594290,1yECquUO94v.search.197,年终奖|交通补助|加班补助|零食下午茶|股票期权|餐补|节日福利|定期体检|五险一金,,,萧山区,奥体中心,120.239138,30.236906,否,否,否,否,否,否,,否
JS/TS资深全栈工程师,20-30K,5-10年,大专,杭州,5-10年|大专,Web-js|Vue/React|Node js|Ts|浏览器自动化,0,杭州辰链信息科技,互联网,20-99人,不需要融资,c7e69e75da1514351XV409i0EVA~,付女士,人事主管,否,3,c8200a354943508103F42t-4EVQ~,6f0a14383cc9a0b203J73ti4FFdR,a4ITAB8Mhk5I1-Z1hRYUJCpJ2HZDlNxUluIxkgXO2EwlgX3LLRNoD9MYjeNTSDsljxp4P78rOWuflNlzcZMfU_DIqPTVXJkOF7KZk86LL7Qdj4ENnSIy7lfKqj_tAP_crzP06xqJH9wu,615594290,1yECquUO94v.search.198,餐补|交通补助|保底工资|零食下午茶|加班补助|员工旅游|全勤奖|五险一金|团建聚餐|夜班补助,,,萧山区,钱江世纪城,120.241979,30.243974,否,否,否,否,否,否,,否
中级全栈工程师（Go/Vue方向）,20-23K·13薪,1-3年,学历不限,杭州,1-3年|学历不限,Golang|后端开发经验|全栈侧重后端|Go-Zero|Vue|全栈项目经验,0,杭州泰旸生物,人工智能,0-20人,天使轮,fd8ba15ba3ff34e803Zz3di7GFQ~,史璐,人事行政总监,否,3,de2544add7c57df10Xx62dS4GVFR,439bbded7f5358ab03J529u4EVtR,lAOQlw6D4coog-F1PaSfMeajC2oZ8WPUHhEKCi7U1GyPqRBOz4B3crRAvjGTBOCQRUmWt6rggLx9FI49JV0AmnH3VuUo6TX1eoqbw64yPNb9G0-LUnK6EI01S-2bweycWWfLSLKyjaoCEQ~~,615594290,1yECquUO94v.search.199,,,,滨江区,长河,120.212877,30.182378,否,否,否,否,否,否,,否
高级全栈工程师,20-25K·16薪,5-10年,本科,杭州,5-10年|本科,全栈侧重前端|JavaScript|Vue|React|Java|Node.js|Spring/Spring Boot|全栈项目经验|前端开发经验|uni-app,0,杭州兰轻信息科技,计算机软件,0-20人,,f871aeee1c7cdd4803R-2di-Elc~,张镜,董事长,否,3,4a394081bd1e7f141X1y0tm9FFA~,afc771c5e1e203a503Zy29S0ElJT,xVzZAxJ0_uKVF-b1uBM2bAhaRDkC00QPpKcgn8Vc7fj-Goc5Nwjop0wKdJLkUa--2LAHsHFi84xwOnXwtEFLgzNfJVMhpE-fBuYSyOTIrgcpoSOWI_3KX1B3k-DJ-Ut13jhT9nU9TQr-,615594290,1yECquUO94v.search.200,,,,富阳区,春江,119.914704,30.063939,否,否,否,否,否,否,,否
java开发,13-25K,3-5年,本科,杭州,3-5年|本科,Java|Spring|SpringCloud|MySQL|Oracle|分布式经验|微服务经验|音视频经验|AI大数据模型|react|全栈|Vue,0,中电金信,计算机软件,10000人以上,B轮,9e1bceeac44be7361nd80tq6E1U~,李女士,HR 高级人力资源,否,3,1aa4b1b4bf96aaa10nx_3NW9F1M~,c0d6339b53ae30301HZ93dW0EVBS,5rMj-wWCVgIWF-b1fqtcVLZsHga_EnsQ9iHDGx56MyOk4ImWMF2UMPmP7sizu_b36-rPj4BBsY4djldaOu4Km8TweYvuuTKe04ExAr21_X3iuGsc_Ts0_TMaYXxLyiaCrJ3aU9iDLZwv,615594290,1yECquUO94v.search.201,节日福利|定期体检|补充医疗保险|五险一金,,,滨江区,浦沿,120.171877,30.188515,否,否,否,否,否,否,,否
Java全栈工程师（自研知识服务）,12-20K,3-5年,大专,杭州,3-5年|大专,CSS|全栈开发|Redis|WEB开发|客户端开发|图形图像处理|流媒体技术,0,大申,互联网,0-20人,不需要融资,0f19d37174c1c21c1nB53dq_Els~,徐先生,创始人,否,3,220147eaf2c800e01nZ70tq4EVRW,7a4e5fc096b9ddd21XZ43t21F1VU,7jU2ofGZO79zb-412lz05rKV4WWFTbrmSGoAyDUI1LDK2_xfgdvqk1cNG_pZgJojPw26QWY2H6LGU3FiWyg5nN0LlfhuftIT0JtbfdFtj9yh87bRgyhWUFI2NR7OGin4I_rrANju1Xfd1A~~,615594290,1yECquUO94v.search.202,五险一金|定期体检,,,滨江区,浦沿,120.156578,30.179613,否,否,否,否,否,否,,否
web端全栈工程师,15-30K,5-10年,本科,杭州,5-10年|本科,web|Docker,0,名匠北京分公司,游戏,1000-9999人,不需要融资,9e1fa775e853b6201H17296-GFc~,苏女士,人力,否,3,4b2ea374fd6fb7741nZy3t-7EVA~,beef29896c17265603J42di7ElNU,tu6QW6LxQbly6-P1eZAmNRP4MwvvN4l6ZyVlBXjggWTvHptzphZF7jzUtkz1q9O7zDZYln09rKtZs1NGzA2YClV1t6APz-GgoBEoLVlAuS2drdHlHPZlUzyUtXtd6hmfNogMTOgKc0U2,615594290,1yECquUO94v.search.203,绩效奖金|定期体检|底薪加提成|五险一金,,,滨江区,长河,120.222563,30.180827,否,否,否,否,否,否,,否
全栈工程师,15-22K,1-3年,本科,杭州,1-3年|本科,JavaScript|HTML|Vue|Java|Python|Golang|计算机相关专业|全栈项目经验,0,繁世科技,广告营销,0-20人,未融资,68f727db4a2a2cd903Bz2tW7FA~~,苏先生,CEO,否,3,4a4fa41d04061f341XN72N65EVc~,d6effb960b09eb0b1HN-29-1GVFQ,LSh24le6Y6W8A-p1T-Qu9di_6XSSz5nyEwgObBc7MLlvJoq7azDcXFuGlwIgVfUYSS5kWk7zmRPucyQDHExDCBEcfpfTu2OrZOB0nlND-t9ijsM2IPhFN50uZO9emFFMK1IXhRG_hcc~,615594290,1yECquUO94v.search.204,五险一金|年终奖|股票期权,,,余杭区,仓前,120.021523,30.288646,否,否,否,否,否,否,,否
全栈开发工程师,15-25K,3-5年,本科,杭州,3-5年|本科,MVC开发|架构师|Spring|MySQL|微服务架构|算法基础|全栈开发|IDEA,0,吉时工业,互联网,20-99人,未融资,086eb85242aa26880Hx93d-5Fw~~,张雅,人事经理,否,3,a64dfec3ae28c76e1XFz2tW6EFo~,da6b38dad81ac8671nx_3dW9GFtV,20chf2xhGLvb9-s1_pYJzDzgmsUG6Z2dl1fFVUabK5j1McA9U8YQEwUmdZMHvxsRaYINgYxZEuSlnls0yGD7CM30Mb-JN1nm3WO1suz8pz5hHyyX1CiERLXClxn0GkkXb6F2Y41lth8~,615594290,1yECquUO94v.search.205,五险一金|带薪年假,,,余杭区,老余杭,119.926536,30.243212,否,否,否,否,否,否,,否
全栈搜索工程师-搜索方向,12-15K,3-5年,本科,杭州,3-5年|本科,Spring/Spring Boot|MySQL/Redis/MongoDB|React|Python,0,博查搜索,人工智能,0-20人,未融资,c44919bd774d313703R80tS_EFs~,毕青熠,行政,否,3,e2cf2072c97470d40nd63ty-FltW,b6340445bd4b1e1a03F82dW4FlJV,5o3pA52QoUmgJ-l1O7MuIRWwXskxBmnzYkb53SCb12s2KRIfd19ldHqJ2y2EvhcBE59Wrxw3_gVeDZlSgjNcr3gSIYCZxn9u6zRLU3VxiUafLfzlEm1bN_VnRnnhvN6zL7BgT55lKZ4itw~~,615594290,1yECquUO94v.search.206,节日福利|有无线网|团建聚餐,,,临平区,南苑,120.304296,30.407783,否,否,否,否,否,否,,否
高级全栈开发工程师,12-24K,3-5年,本科,杭州,3-5年|本科,Java|Spring/Spring Boot|JavaScript|MyBatis|全栈侧重前端|HTML|计算机相关专业,0,杭州伺安机器人科技,自动化设备,20-99人,,0abde108bba709801HF92tS_GVo~,陈先生,研发负责人,否,3,968e39bf5abeec6803V-2N27ElU~,c185a0ae2ad647511Hx929y1EVFQ,KpZvZUmKt4ioq-I1O9J3eoImo6wBGPcGVT5nOAFClmySr9T8ekuKSyhI3rqajfsoH337QnDJ3CodMaImoTU29GCoMV_lAfwl11AyP3P5eKHQRIK2rSWWTh9oJI1bmHB1TIywpSh7_h3t,615594290,1yECquUO94v.search.207,,,,西湖区,三墩,120.06961,30.315591,否,否,否,否,否,否,,否
AI全栈开发工程师 - 世界顶级AI企业 薪资高,45-75K·14薪,1-3年,本科,杭州,1-3年|本科,全栈无侧重|JavaScript|HTML|CSS|TypeScript|Vue|Java|C/C++|Python|Golang|计算机相关专业|前端开发经验|后端开发经验|大模型|深度学习|AI,0,某大型互联网公司,互联网,10000人以上,D轮及以上,,蒋女士,猎头顾问,否,3,7b589eb722e442961nRz2tm7GFtW,10622c84275588db03J-2Ny7EVZY,InyXhIXy9L3uR-m1bvBsXHooEzv02X-qd8Ln6lNr317o4SnYNTgYYYCuxi_R7hYTOg5Kk7qouA4aH5xRa-7t5x87yeAt2Yj548CP7RXjJWNxef5-wbGEnRFiVhC108IKYrddpR1w4sPt,615594290,1yECquUO94v.search.208,餐补|节日福利|补充医疗保险|五险一金|股票期权|年终奖|定期体检|零食下午茶,,,,,120.17320758483493,30.273625826545615,是,否,否,是,否,否,,否
高级全栈开发工程师,8-10K,1-3年,本科,杭州,1-3年|本科,全栈无侧重|HTML|TypeScript|Vue|Java|.NET|MySQL/Redis/MongoDB|全栈项目经验,0,浮点智能,计算机服务,0-20人,未融资,b2cfd398bff184a21XB40ty8F1E~,沈坚,招聘者,否,3,65a11dd6aa93a8f90nN73ty4GVFQ,f38bfebdba9afc6c1HN82NW1EltX,wvPtt8F1TJy3v--1RX-XaHjMhiBBiHy5dwnAgDrr9I7blyXFXou7iACOl6lDAAgVv1tEgYpa4Gxmpmt-UA6zCnt5nJQ9txLoxj0VjWpIr0isBfxZ5dqrm-MFPNc9QaSo4FRBABppB2jLtw~~,615594290,1yECquUO94v.search.209,年终奖|定期体检|五险一金,,,西湖区,湖墅南路,120.141174,30.292727,否,否,否,否,否,否,,否
全栈开发工程师,35-65K·15薪,3-5年,本科,杭州,3-5年|本科,全栈无侧重|JavaScript|HTML|TypeScript|Vue|React|Java|PHP|C/C++|Python|Golang|全栈项目经验|计算机相关专业|英语读写能力良好,0,某小型人工智能公司,人工智能,20-99人,天使轮,,秦女士,猎头顾问,否,3,3fd8399f5020a3910XZ83tW4ElZX,5221cd05917ef38d03Z93ty5F1pQ,4KnzbJVLe24mm-O1IpgiZXHzygz95QkKWZdZL7HGfSJVEYslWrXGoCXdKLbFVfLmhS2CjlICcIek1jeiyxAsTgTKCE9S4HIYwbMgvIJp95dN8qPUDMfd9stSQFORNW_iliOqOkzwsl1LVA~~,615594290,1yECquUO94v.search.210,带薪年假|五险一金|定期体检|团建聚餐|股票期权|意外险|零食下午茶|绩效奖金|年终奖|生日福利|有无线网|补充医疗保险|节日福利,,,,,120.007646,30.282226,是,否,否,是,否,否,,否
华为云-Node.js全栈开发工程师德科OD,18-25K·14薪,经验不限,本科,杭州,经验不限|本科,Vue/Angular/React|Node.js,0,华为云计算,计算机服务,10000人以上,不需要融资,08fbb99a8f9314e21nF73Nq9E1E~,李卫,前端开发,否,3,fa0e15a7c6336f750Hx63d68GFI~,2c886609c59618671HZ90tS0GVRW,AUy6Vo1FXXooP-H1VCaDHzlu8J6vL6sU8lIgjgRDrD_iYS-S_wmwDYWv6oY62AzV7vfxQ0nAsbsnukDckp3_cuzCq1hIKWViLTAIvIq46I2KZ8sFUzvJiAhoPtv1tulC_US-LclG9ItZ,615594290,1yECquUO94v.search.211,交通补助|法定节假日三薪|节日福利|员工旅游|意外险|补充医疗保险|零食下午茶|保底工资|带薪年假|节假日加班费|年终奖|五险一金|住房补贴|定期体检|团建聚餐|免费班车|生日福利|绩效奖金|夜班补助|加班补助,,,滨江区,长河,120.203909,30.184684,否,否,否,否,否,否,,否
Java全栈,15-18K,5-10年,本科,杭州,5-10年|本科,Vue|Java|全栈项目经验|前端开发经验|后端开发经验,0,南京迈特望,计算机软件,1000-9999人,已上市,7e2181b1cd739d211nV709u_,邹女士,高级招聘顾问,是,3,f58694a3749f8b7433Zy39S5F1U~,046472a4bdadca7003J_0960F1JU,tIK6y94AoCxd9-B19b8EKgiJUg4rQrHz9ns1-ebx0YIEKvTQAgYTQMWmBkv14nH5id_xeffE9Y0orkpLUcIqNruFi0Tjk026Rsfmz00mxBx0biTCfDMO6F6d8R_bUXJtGb636GIHL2vL61r0S_Lu5OhY7uLXSHBf1WbBgo-pqO8ryA~~,615594290,1yECquUO94v.search.212,节日福利|意外险|五险一金,,,滨江区,长河,120.185868,30.191883,否,否,否,否,否,否,,否
全栈开发工程师,15-20K·13薪,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|JavaScript|React|CSS|Java|全栈项目经验,0,绿城产服,企业服务,100-499人,未融资,5b80116484a6114f1nNy39-5E1A~,廖继锋,研发总监,否,3,389156a71acb41410XV729u9GFdU,0d08c7f515fc24b51HJ83NS0GFFX,HPJ2qBT56k9vZ-H1Zh-mGnvk3GATo0exOXxI1rK_yPv8E3BSam_tajizJqF9i6BkjbqqJgbH4g0EEwPNNkvsO1j3r2tP_VyszsifNAfiFi9FLlv_5vjrsds-P4i3GQWNzlHN2RnmH7Y4iA~~,615594290,1yECquUO94v.search.213,带薪年假|高温补贴|绩效奖金|团建聚餐|年终奖|定期体检|五险一金|零食下午茶|节日福利,,,余杭区,五常,120.045677,30.294416,否,否,否,否,否,否,,否
全栈工程师,6-10K,3-5年,大专,杭州,3-5年|大专,Java|CSS|JavaScript|Vue|PHP|.NET|MyBatis|全栈无侧重|HTML|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验,0,小羽科技,互联网,0-20人,A轮,202ce806fb7df7061XF-3d68,唐华明,企业法人代表,否,3,c034b346281600d90HB52Nq1Fw~~,80a47379192e409303V-2tS7ElZT,RI-KVIhphnHUF-g1aSHuKlTFge6xW77PARL-UCIkKuQh3fPcjXuCVeXwb-EgF-npOGBbyG8zrepB4L-LQ8F70CKoJsVfELzT4jURFQ6ggddDeGblwKSdw94U1V_ZNfa8CuE21an6,615594290,1yECquUO94v.search.214,保底工资|带薪年假|团建聚餐|绩效奖金|零食下午茶|年终奖|五险一金|底薪加提成,,,上城区,火车东站,120.201707,30.298446,否,否,否,否,否,否,,否
高级全栈开发工程师,20-30K,5-10年,本科,杭州,5-10年|本科,Vue|React|JavaScript|HTML|CSS|Java|Python|Spring/Spring Boot|MyBatis|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验|前端开发经验|后端开发经验,0,云医购,医疗健康,100-499人,A轮,9191afc02252c81a1nF-3Ny4F1c~,王女士,人力经理,否,3,22ff029ef976ace60nZ63dm9FVA~,0540194965842f1303J_3di7ElRX,ZsxSYrXo8T_iJ-N1w5gXkr85SRCP8Awc3MxjXpCShqt97794NKJ3E7V_-LRUpiIkJEukqRqaQwoPyuiT48R5fGXtZxrkPnkXabx1U_y8Nmqq7x2mioAMq6pSlO3kCtg6W6o0JLLSjSLs,615594290,1yECquUO94v.search.215,五险一金|通讯补贴|定期体检|带薪年假|年终奖|餐补|股票期权|员工旅游|零食下午茶,,,西湖区,三墩,120.067221,30.315776,否,否,否,否,否,否,,否
【硅谷独角兽 支持remote】全栈开发工程师,40-60K,5-10年,本科,杭州,5-10年|本科,Golang|Java|全栈侧重后端|JavaScript|全栈无侧重|Node.js|MySQL/Redis/MongoDB|计算机相关专业|接受居家办公|React|全栈项目经验,0,捷瑞网络技术,互联网,500-999人,D轮及以上,1a61200012cc861633x909y7Ew~~,王先生,hrbp,否,3,3942e4a627bec0940HV_3tS1FVJT,af47256a0724a8c003Fz39m6GVdX,YvvNLwxeqhboY-j1kfaEaQsK36G0eXGTM-1bhepLjLRGzOGyMyqw52yi7vlgvzvrfVi1ZID5R0eyUc7kEwxIVinDnpbSU3zJ1nWYZ4MTN51BpwCOHGSV3S84834cfUsHl5PIul7FOsoY,615594290,1yECquUO94v.search.216,股票期权|通讯补贴|员工旅游|五险一金|节日福利|年终奖|定期体检|带薪年假,,,西湖区,西溪,120.14606,30.279242,否,否,否,否,否,否,,否
php全栈工程师,15-30K,1-3年,大专,杭州,1-3年|大专,,0,杭州中谷纵观商贸发展,批发/零售,0-20人,,78b92e164e1ffcf21HF93d65ElA~,李通,人事专员,否,3,0420988ae92920390XZz2tu-GVpZ,24a0ff9c0b09677803R_3t-7F1NY,X46nMa6DsHQWj-Y1xwaFkZZjotvaGfHU-mFnTZAyZgCIS417Q1NKfXvmL1atpNEZ3mdxPCQ0uPJ7XREOPR9KUQ3XEsphQlVuTNJgvfCN8GqESzJUamDBzJ1DHWeFPDQjosAQ3oLMSIWyfg~~,615594290,1yECquUO94v.search.217,带薪年假|股票期权,,,上城区,西湖,120.172705,30.252802,否,否,否,否,否,否,,否
