职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
全栈工程师,10-15K,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|CSS|HTML|Spring/Spring Boot|MyBatis|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验|后端开发经验|前端开发经验|SSH架构(jdk1.6)|ExtJs|SpringMVC(jdk1.8)|memcached缓存|Jquery,0,博亦远科技,计算机软件,100-499人,未融资,a1d2e6efaa168bae1nV53d67EFQ~,陈冬琴,HR,否,3,958512a3f2ba9c9b1HN-3dm8GFM~,404cb339d0460a9503F-2t67EVpQ,0bmz8NlDyY1tD-Q1Gf8lgctG2_H4ZYerSQ88GAHzkgNu__XJ67ajKrmLgzxY4i4qy2ygWY53BYFZLsAY5TN-8iz8cfAZG4TCV4ihIpyjsdrq2THFiGYHbPJGrPB4E4V1XB-V82Lh7fmw,615594290,1yGQl9q2wIO.search.295,节日福利|餐补|股票期权|带薪年假|年终奖|交通补助|五险一金|加班补助|零食下午茶,,,西湖区,翠苑,120.120852,30.28098,否,否,否,否,否,否,,否
小程序全栈兼职,20-25K,5-10年,大专,杭州,5-10年|大专,Java|Spring,0,微风口网络科技,移动互联网,0-20人,未融资,afc22c5034f4f9781XVy2Ni-Fg~~,杨大耀,CEO,否,3,7b106eff0811d98a1nJ63tu4FQ~~,ea3dc01b9c8add5e1nR82t--FVVT,-584nS3xvwFPT-p1_StNxj01rale2yq4z-m3DC8lRKwfHE3gGcypOXrisyzVycLCrwI5Dl6LR5WDIvCOZcZi_cshd_KC66BMH2_0kjvP8Py2w5rLgrXhCTA2tMXRBhrB8dGOgyl7sg~~,615594290,1yGQl9q2wIO.search.296,年终奖|零食下午茶|绩效奖金|节日福利|餐补|交通补助|股票期权|五险一金,,,钱塘区,白杨,120.3364,30.30189,否,否,否,否,否,否,,否
智能软件研发,15-30K,经验不限,本科,杭州,经验不限|本科,Python|Docker|全栈开发|分布式技术|SpringBoot|后端开发|Spring|Python,0,浙江省北大信研院,其他行业,100-499人,未融资,49ad8463966870141HRz29m4Eg~~,郑聪,算法工程师,否,3,21d4b9d1f610cc341X1429i-E1E~,f930698bc8376e0a1nx52Nq8FVRR,GjWdGsunNLkId-d1crtCNSK1iiE_-HQdHBE0m7mLrDGqF9wVfzTXbYO_fGzLqBLWfm6MOdxCZyBqPHAmrJeIZLHpNLZa_NNxd62_vVfEibIsONwvUEJpiL0sLyyBaGkQE3nlJdpdqY8~,615594290,1yGQl9q2wIO.search.297,节日福利|五险一金|股票期权|加班补助|定期体检|带薪年假|年终奖|员工旅游|零食下午茶|补充医疗保险,,,萧山区,钱江世纪城,120.26542,30.221249,否,否,否,否,否,否,,否
全栈工程师,12-15K·13薪,5-10年,本科,杭州,5-10年|本科,全栈无侧重|HTML|CSS|TypeScript|Vue|PHP|C/C++|Python|Django/Flask|MySQL/Redis/MongoDB|全栈项目经验,0,万思奇,互联网,0-20人,未融资,a306667bcbc8a12d03Z83tu6F1o~,冯涛,总经理,否,3,0f592cb6a1bb88a103d50t--ElQ~,f3a5d3a177a2bce103Fz3dy5GFJR,y5Lf3lOJnASZq-r1qXs7HgRdwyigRO7eqB3iUjM_liu5m3vVYB1pNfe7ZDrHw7pbu1W41q4NYWzp3FG83SN_w-bt1wG_FWIjSpCA5Z3PsqWnTVzqwJPtyhQI0-BtOR6P50Gow3QTq0jG,615594290,1yGQl9q2wIO.search.298,定期体检|员工旅游|节假日加班费|生日福利|法定节假日三薪|年终奖|五险一金|底薪加提成|绩效奖金|企业年金|带薪年假|保底工资|团建聚餐,,,余杭区,仓前,120.001691,30.288563,否,否,否,否,否,否,,否
全栈运维开发工程师（校招/应届生）,12-15K·14薪,在校/应届,本科,杭州,在校/应届|本科,运维开发经验,5,杭州瀚云动力技术,云计算,0-20人,未融资,66b262ff2d3ada681Hx-0tq0FVo~,郭保庆,招聘者,否,3,b9fd58b4fbf5533e1nVy3NW4GVA~,e87d7e659b942fa703By2Nu0EFRQ,jQ60o6O4Odw5N-z1GJMnDM_4QIiqoYcC_FpXJK2btfHZPNZNUpVKgqfa1hfOLNUsYyoWNTt9eRdayu2FPNXc7MOpIWm_FTY4NO737uZnW-nkB0FOpW9rBWRdecJCCRD6MdqYV_rUZ7e1,615594290,1yGQl9q2wIO.search.299,年终奖|带薪年假|保底工资|免费工装|员工旅游|绩效奖金|交通补助|五险一金|团建聚餐|股票期权|法定节假日三薪|生日福利|定期体检|零食下午茶|节日福利,,,滨江区,长河,120.193613,30.188442,否,否,否,否,否,否,,否
全栈软件开发工程师,10-15K·13薪,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|JavaScript|Vue|HTML|Java|Spring/Spring Boot|Node.js|全栈项目经验|前端开发经验|后端开发经验,0,新农都,物业管理,100-499人,,6f78f28670c1bf5b03Z_29-9EVM~,顾先生,数字化运营,否,3,c8da97c3a6143df81Hx-39m_GFc~,8baef68515d8814c03F92d64GFpV,mevjVZx5A82Lc-w1ZtgqRv8MqcUwSsM3CoJ0CTm5CjPG-P7brGMy4aRN-ckjAzgyW57zJR9aDrBok2Ck0u8twWm8R47xGhli90pkepHLeqsORSXu_34JbYISYVjbfH_9JTqFt7u6-Bd_,615594290,1yGQl9q2wIO.search.300,,,,滨江区,长河,120.194198,30.199202,否,否,否,否,否,否,,否
Java,15-29K,经验不限,本科,杭州,经验不限|本科,微服务架构|全栈开发|服务器配置|多线程|分布式技术,0,辛氪,电子商务,0-20人,不需要融资,cc92929235bdb9561HZ609q1Ew~~,宋先生,招聘者,否,3,2e60ece99f11a0770nR_39y7F1o~,e69d3be4d92273141nZy3t20EFRZ,93OUhsbAJ3L44-P1SY8KkRg6wNZuwyRrviWB72zcgWQO8z3jkH5l-P8Kas1jjpN-CdJZNhYnyv6bX9rbSCrHJpDiGU_NGeXR_NTpuKFuxU5xBvJYjwHzXVOncZ3T2nh2UjO111D0COA~,615594290,1yGQl9q2wIO.search.271,五险一金|全勤奖|加班补助|年终奖|员工旅游|定期体检|可以远程办公|带薪年假|包吃,,,萧山区,钱江世纪城,120.247365,30.244675,否,否,否,否,否,否,,否
全栈工程师,10-15K,5-10年,大专,杭州,5-10年|大专,全栈无侧重|Vue|PHP|全栈项目经验,0,百杉科技,互联网金融,20-99人,,7ed1d6134cc2c51d1XN-39m6EVI~,孟女士,人事主管,否,3,a0f924b407b3b08e1nR43NS4FVNU,9ae3319012dc19c11HZ72N64ElRW,ZfDMhGDjFgxmc-C1q3QITDdXgV1t4P6SC6ngarRyQBCaQbKs0n-s04K8-QxgoFY9Ki7tuA8srpY3qkfFY2yKLDnASZhBdVJwEhAptxAcjA8KZyeqm7hJRDIHtBK-nM4bT_NAkU8ak0WEsw~~,615594290,1yGQl9q2wIO.search.272,,,,上城区,钱江新城,120.209685,30.23676,否,否,否,否,否,否,,否
php全栈工程师,12-24K,5-10年,大专,杭州,5-10年|大专,Laravel/Yii/ThinkPHP|JavaScript|PHP,0,风起传媒,广告/公关/会展,0-20人,不需要融资,296485ec842533001HVy0t-4FVs~,龚昕,技术经理,否,3,3b31f9e19ba024b903dy2Nu7FVU~,82a1c9eca81d7c0b1Hd829q5FVNX,Br8J7RQ3Dm0eJ-T1C1q6H9uSA6Ak1a5TnlRocq-XMjlI2NPDThjhvarkOX7mX_dwYu43iN9uhHyvmqx-H7W1pvyxKU91KMxaCRAO_5I-GMEdu6cbuvHZqFm6gXAJ_p5Ex-4KGUhO22qj,615594290,1yGQl9q2wIO.search.273,,,,滨江区,长河,120.192909,30.195341,否,否,否,否,否,否,,否
高级全栈工程师（React + Java Spring）,18-22K·13薪,5-10年,本科,杭州,5-10年|本科,TypeScript|Java|全栈无侧重|计算机相关专业|React|全栈项目经验,0,杭州与光同尘影视...,广播/影视,100-499人,天使轮,7397d550928a99d41HFy3Nm9GQ~~,金塑,研发总监,否,3,29251bf28ead4aea0XV-39S-ElBR,1a29da03f837849a03Fy29m7F1FZ,1WUTJx-Wl3ChB-e1w0fRRCUiSxEKL0pqyuvYsroJt1sRmhfHaYM6cdvQtbmXExiYFXdMJGCdPDST8QjYI7mFYJaJvz325driw0TNvVDRcA7Ut8s-7uuSGTgSugcBu8Yo_IUtG7mnLE8u,615594290,1yGQl9q2wIO.search.274,股票期权|有无线网|五险|加班补助|节日福利|员工旅游|带薪年假|定期体检|通讯补贴|年终奖,,,拱墅区,上塘,120.110325,30.334237,否,否,否,否,否,否,,否
PHP 全栈工程师,12-15K,在校/应届,本科,杭州,在校/应届|本科,PHP开发经验|PHP|计算机相关专业,0,杭州未零,互联网,0-20人,不需要融资,a487628fdf5595b81nB82tm6FFs~,张浩, CEO,否,3,8729fa434b8ce8dd0nZ60tu_EVRY,85a24a96da5eec6d03J43N60E1tY,wQspv6C78FZYf-Z1UlkxPEQhZYdg2lixciPm3qz9taC9elFtTgOvnirO9Gir6WuhWAsfXeVKdZweMIo36rl6-W27yB4IpBlgOQ2HL8TraKnPNVbNfDDWgexIeS5jptCzy3zU2QX_kEwDzQ~~,615594290,1yGQl9q2wIO.search.275,五险一金|零食下午茶,,,西湖区,西溪,120.06688,30.291347,否,否,否,否,否,否,,否
高级全栈开发工程师,27-40K,3-5年,本科,杭州,3-5年|本科,,0,北京某小型信息安全公司,信息安全,20-99人,B轮,,邢玉芹,猎头顾问,否,3,f6822a9709770b170XJ42965ElZV,c173e409e1fc358c03B42969EFdV,Ihwha7pIUQF2S-T1f5lTPahq8e8l5niTHa6KZaSDQrgK9zL-PDdZc-Kh7wBYN_UAiJdiVtDiw8ULGD3yWp3yZpYuCauh7_xEipKMnk7UM5FdwwDTPBmU7w4k4s-VsZ9g3CgTFPB6yzVs,615594290,1yGQl9q2wIO.search.276,交通补助|节日福利|年终奖|带薪年假|加班补助|零食下午茶|通讯补贴|五险一金,,,,,120.127984,30.275405,是,否,否,是,否,否,,否
全栈工程师,450-500元/天,5-10年,本科,杭州,5-10年|本科,全栈侧重后端|JavaScript|Vue|React|Java|计算机相关专业|全栈项目经验|前端开发经验|后端开发经验,6,绍虞数字,计算机软件,20-99人,,c69f84a168b1a7761HJ809u9GFA~,章海波,HR人事主管,否,3,99613afd6e861e4a0XB439W6EVQ~,5e7ee3ed7bdbf1fb1H172N-6EVtY,Z4ejsmgBOJ0Sv-o1O5DnKBKtJmApWshirikKDXq0d9U844hRzb5d-QCiC72ikemMg4Ur7IWCJhTb25sIaAj0fCeG4G0oVMy-J5yd4snUnRUOg1i9fbqk8HmKfJfcbALFFxaon9QmGjtU,615594290,1yGQl9q2wIO.search.277,,,,滨江区,长河,120.1975,30.180948,否,否,否,否,否,否,,否
全栈工程师,8-12K,1-3年,本科,杭州,1-3年|本科,Linux|vue3.0|全栈侧重后端|vue2.0|Python|全栈项目经验,0,杭州杰歌科技有限公司,电子商务,100-499人,,1a41fb208cb99e8803V93ti7GVc~,陈春春,招聘者,否,3,54353d9e51ddbd471nR82929FVZW,d146e9bb3e5bcd9b03Bz09-9GVVS,uFPzLHzLAQEZL-i1ouXf8voJlAVnGGRUn83HsWFWmxUyvEIQXOtHwpnHBUXKrbOvN3OizR182znfQyYfIgmfVUd0xG-4Zb16eU_JmdtVCSihrOZw8ebh5J9k7FiQtxmKztSBh6KRv2HQRA~~,615594290,1yGQl9q2wIO.search.278,,,,萧山区,闻堰,120.170203,30.130847,否,否,否,否,否,否,,否
初级全栈工程师,6-10K·13薪,1-3年,大专,杭州,1-3年|大专,全栈侧重后端|JavaScript|HTML|Vue|Java|Spring/Spring Boot|后端开发经验|全栈项目经验|前端开发经验,0,杭州多安,医疗服务,20-99人,不需要融资,16342951f7fc7ab71HJ42Nu-GFI~,姜洪飞,营销总监,否,3,2843815a302d9cb31nR43NS6ElpT,d3d6e6687f5f311e1Hx-29q9E1VR,7kuT-XbWfArwF-y1mLonaGo6TlNa9BYchgm0eVmOrX0zX_1SRp_zd85ImyzRkMfnGwAdxUX-0Bmx0-3YUZZBDlO5HRMRAIEv4Ouxv7b9jpyaVglY1bSbZbuLbLWClot3xEMnuwplXS2UDg~~,615594290,1yGQl9q2wIO.search.279,生日福利|加班补助|保底工资|团建聚餐|零食下午茶|餐补|法定节假日三薪|五险一金|全勤奖|节日福利|工龄奖|绩效奖金|员工旅游|定期体检|住房补贴|节假日加班费|底薪加提成|带薪年假|年终奖|股票期权,,,钱塘区,金桥街,120.323223,30.330866,否,否,否,否,否,否,,否
全栈工程师,12-15K·13薪,1-3年,本科,杭州,1-3年|本科,Java|JavaScript|全栈无侧重|全栈项目经验,0,信公小安,互联网,100-499人,不需要融资,cd29d22babfff92403B60tu4Fg~~,周华民,高级前端开发工程师,否,3,2c973d63613c71a31XJy2NW-E1o~,c87b3dbe4524aecc1HF43dm_F1NR,Dzs3JqMBbjO7b-Y1sT_2kiQfKZYhHR4wa6HRedttKzc96pkSlQU1DJ3Xg7XH6EOPCbt5H8NpCpZK-UX-iQTn15-7M--Qgt6fbdc6rZH1DYF4lbNcwdKjgQCtFW4EDivHHb7T0a3HrW0~,615594290,1yGQl9q2wIO.search.280,定期体检|五险一金|补充医疗保险|节日福利|带薪年假|零食下午茶|年终奖|员工旅游,,,临平区,临平,120.303062,30.393593,否,否,否,否,否,否,,否
低代码开发全栈工程师,12-24K,5-10年,本科,杭州,5-10年|本科,全栈无侧重|JavaScript|Vue|Java|Node.js|全栈项目经验,0,杭州怯薛卫队通信科技,计算机软件,0-20人,,cef1a0ea995b9d0c1H153t65Els~,陈军,HR,否,3,a0fc9ae9ba1b71191nR83N69E1BV,ceb6c9fe1855235703d-3Nq6EVZS,fpK8DlxsaXfDt-E1KIZt8moQ6nIIwLMj8lm5pBXAz8IPPaVpjqacYt0pgOoRSl7wPuSWZPezVSH9kiA-POhbjA5LGLKagUhoQ48cpbvk0265khqyixrWq0npsI6mNoAMC_aF5Poig3TyCg~~,615594290,1yGQl9q2wIO.search.281,,,,西湖区,古荡,120.110103,30.267224,否,否,否,否,否,否,,否
ai全栈工程师,15-30K,在校/应届,本科,杭州,在校/应届|本科,Golang|后端开发经验|全栈侧重后端|Node.js|计算机相关专业|React|前端开发经验|全栈项目经验|TypeScript|C/C++|全栈无侧重|MySQL/Redis/MongoDB|Python,5,杭州纵狐,互联网,0-20人,A轮,0eb541c2177c9cb71Hd939W4F1U~,曹先生,ceo,否,3,6bf3a13c9d2e301e0XB-3ty1FlFZ,72be4537f973df9003J43du-EVFV,2M9an1Fk2zZ7b-y147LsO5tMsCaM4B6ImvUb-y6AOi5pVUKJTFzTjlfzGTaIvwj5M63Ib6qEUaDkf7AbzKOpX59Sn3sduqHUI5ZMGXlJCAFARbvC5ZvDjaWYLfHNmB53H9PgAFPTJfswKQ~~,615594290,1yGQl9q2wIO.search.282,加班补助|有无线网|免费班车|全勤奖,,,萧山区,义蓬,120.436809,30.269698,否,否,否,否,否,否,,否
核心业务开发｜全栈工程师｜数据平台可视化,40-70K,5-10年,本科,杭州,5-10年|本科,Golang|后端开发经验|JavaScript|Vue|全栈无侧重|Node.js|计算机相关专业|React|前端开发经验|英语读写能力良好|Python|全栈项目经验,0,某计算机软件公司,计算机软件,0-20人,,,齐瑞泽,猎头顾问,否,3,21e957b224a04e0f0XJz3t-0GVNZ,00a5206bd9ecb97b03J62NW-E1pS,eMuZe69XuxxTd-C1x75xp_2b3FplD7UNE4aDpyLH48JpPe1S2p1qN8LDi-LaAijLsFHUl1T3mOe61o8LG-CI2pQ-ryCI5Fs-vrXYyhWlYBed-luNmTDTOK9jzH7Pd3HC5EJbKVFyEolU2w~~,615594290,1yGQl9q2wIO.search.283,,,,,,120.194004,30.182808,是,否,否,是,否,否,,否
全栈开发工程师,30-60K·15薪,1-3年,本科,杭州,1-3年|本科,全栈无侧重|计算机相关专业|全栈项目经验,0,某企业服务公司,企业服务,0-20人,,,苏光荣,猎头顾问,否,3,e452748b686d8f880nR43N--GVRS,c7a8654bb31438741X1929y0FFFQ,_6OR3a9zRxg4X-N10C-JD3R2tTlPYv3o0mQvsKngWUiLnqk_mrtv68zFazd5AgB1K302GFvueGtqNWoCbQc89L4fLwnhKtslHiLDRxuHuVzh7RbT495VqnR4BxjVEIA_DpoBdDZaaba3lQ~~,615594290,1yGQl9q2wIO.search.284,,,,,,120.02341,30.275318,是,否,否,是,否,否,,否
全栈研发工程师,8-13K,1-3年,大专,杭州,1-3年|大专,计算机相关专业|前端开发经验|后端开发经验,0,正天宠物,电子商务,20-99人,不需要融资,e7d6bfc382fd74941XB73dS1EFs~,黄先生,CEO,否,3,aee1052aa9d09edd33V92d2-Els~,ec93e1ffe1a43bdb1XJ62dq0E1RX,zjV9OINpByPEz-z1p3ETqRV50eeniQH6BWQo6-NWAvUkM5CzUwXgaEFEqirNbVuU8c29sFuQxs1CFrlJQ6eHu-0EdjOAYKIwfBxwnKk_XTOIH-2RzEiKCYIYF8Hgu2huNScobZP7gdlg,615594290,1yGQl9q2wIO.search.285,五险一金|带薪年假|全勤奖|团建聚餐|年终奖,,,西湖区,西溪,120.076549,30.308702,否,否,否,否,否,否,,否
全栈工程师,20-40K·16薪,在校/应届,本科,杭州,在校/应届|本科,接受实习/在校生投递|Django/Flask|全栈无侧重|MySQL/Redis/MongoDB|React|英语读写能力良好|Python|全栈项目经验,5,北京鳄梨智面科技,互联网,0-20人,不需要融资,7e00147ecf3ba6891HNy09m9F1I~,桂冠,研发负责人,否,3,a4a6e6bce664672b0nJ-09i0E1NX,c20e9604c02c355203dz0tm7F1dU,4XJPCnNyJ4OTl-n1RqIgygG8gOAk7TNkVwmJaaS57qpEz_LtCD2d1Ynict7l8h9VbNQQP5PL1USik1tf2ou7NCOrUc6B37o7r1GVhWOQIb7hBvC-vevTWkF-t--oepIDnSH39mi4YBaW2w~~,615594290,1yGQl9q2wIO.search.286,带薪年假|股票期权|五险一金,,,西湖区,西溪,120.129042,30.275449,否,否,否,否,否,否,,否
全栈软件开发工程师,8-11K,3-5年,本科,杭州,3-5年|本科,全栈侧重前端|全栈侧重后端|JavaScript|Vue|Java|Python|全栈项目经验|前端开发经验|后端开发经验,0,起点通信,通信/网络设备,20-99人,不需要融资,e3462dbbc4eaaf1f1XZ63tu-GVc~,胡先生,招聘者,否,3,d4bcf5eec80483420nF739u9F1ZR,ed97af8356d02c2603V62N24FltS,o3-fZyebH8gW2-B1ykhqf8ju8YLQDkhaP9ovRlyWtIxojpDH6dgy_jgGdm2--oIMV7ELvQF61smpJKFnkz42GC5thhbwh0nkQ2DYugXMdVEbZxm5C2rpPq-eLMZ3fuRk1f89TXMtFeiEZw~~,615594290,1yGQl9q2wIO.search.287,保底工资|全勤奖|工龄奖|加班补助|节假日加班费|底薪加提成,,,钱塘区,白杨,120.345545,30.302257,否,否,否,否,否,否,,否
中级全栈工程师,10-14K,1-3年,本科,杭州,1-3年|本科,全栈侧重后端|Vue|React|Java|Python|Golang|MyBatis,0,浙通服,通信/网络设备,1000-9999人,未融资,326ec7fb187845fb1XN-3tq0FQ~~,赵先生,应用软件开发工程师,否,3,0e7b497fb82e11291HV-29i_FlE~,32d545f6233a4bdd03V53968F1pV,7m3X_qZMalv5h-V1dNBGSgjAA2W4VOSWNUMt8IDnUVYI9RTBVcK_JgNaO0Lzbh-8qAtRg9odI5l9u6m3xITggB5oV9Nnilp8NvYYWcAsukAXYs73ggI9vxepLbEQ4k3PI8eRW3RbHbQ~,615594290,1yGQl9q2wIO.search.288,五险一金,,,滨江区,星光大道,120.210229,30.207509,否,否,否,否,否,否,,否
AI Native 全栈工程师,20-40K,3-5年,本科,杭州,3-5年|本科,,0,交易哲学,人工智能,0-20人,天使轮,72318b5010008db203Z5296_F1E~,宋漪卉,HR Head,否,3,fcc4faf1edbc1b470XR609m8FVBT,35e17ec1306076e703Fy3ti6F1ZU,ouEWamBH_XdnD-l1ktJ_B5-VyrpbMra0NX6FFiMEJXt3T_aQQyTtI38a-Oct1VGraRmGw8gWYTvS60mMJpPKiEGvn5hOnBaM3crUaim5TAskJeDNOjWPnpWGGZj8l6DRiBZomZj5Tg25gw~~,615594290,1yGQl9q2wIO.search.289,五险一金,,,西湖区,西溪,120.086593,30.256945,否,否,否,否,否,否,,否
全栈工程师,8-12K,经验不限,本科,杭州,经验不限|本科,Java|CSS|Spring/Spring Boot|JavaScript|Vue|MyBatis|全栈无侧重|HTML|MySQL/Redis/MongoDB|ios|全栈项目经验|Android,0,杭州双梓星网络科技,互联网,0-20人,,3b4cbc196a01fa5d03R62921GVE~,安泽印,招聘者,否,3,786288ee94c90fc00XB_2dy1FVpT,4bd5892737cd38a303B829u5GFRR,We6GulDwIqgQk-_10f4fO6EwzfWBbpDcYcvSRAjmavb0LkwIID2gWH-KDkl5qzaZKvkT8YzRGAcGqR_vkduyQ0A40XaM3UtDAQHLdbxgD_SgwdkKP8oBaMQ0ZgNr-mQWQuF_gj_e9aqXaA~~,615594290,1yGQl9q2wIO.search.290,,,,上城区,天城路沿线,120.20408,30.32111,否,否,否,否,否,否,,否
中级全栈工程师,12-22K·13薪,3-5年,本科,杭州,3-5年|本科,Vue|Java|.NET|全栈项目经验|前端开发经验,0,三花微通道,其他行业,1000-9999人,已上市,e196c58578ccb7880XB63Ni0,尚京蕊,应用运维主管,否,3,87c606e38669a7f60nd40t6_EFo~,ba64df2c95d2d7cb03B_39i6EVZW,JtcHgCM3ax7hV-R1u5GhbAcnF_A0MYvCcm2whTScEAtXbiG5-GlFB-4aaqV0cMYChP1HC-mkjNQ0f-sTCYiCzBip63vo7L_jk3Cr5OKWbef7_JTG3TBdDMS95_BPV8B_gQi3Y1l4NA~~,615594290,1yGQl9q2wIO.search.291,五险一金|定期体检|年终奖|带薪年假|餐补|节日福利,,,钱塘区,工业园南,120.373562,30.290149,否,否,否,否,否,否,,否
全栈工程师,10-15K·13薪,经验不限,学历不限,杭州,经验不限|学历不限,PHP|React|Vue|SQL,0,奇禾网络,大数据,20-99人,未融资,d9be7305cc32221f1nB42d-5FlA~,徐士淮,技术总监,否,3,22a3650543ea2cec1HBz39m9F1U~,4c1ec3070d23bfdf1XZ50ty1EFRY,xrzOy7vLUexHO-f1hD-mY5V1o9-My4SmFANVtsF4pQ0_Ab-PXu7s2VaZwVKeqxAgU6R7-xFjAi4Agg9FXivBs8jGUjx0rh8zhLrMiNzL4zIilDAxNXN_fyiRA6bsmXWMAhUnuQ2qEOXH,615594290,1yGQl9q2wIO.search.292,绩效奖金|节日福利|带薪年假|零食下午茶|夜班补助|加班补助|节假日加班费|有无线网|五险一金|年终奖,,,西湖区,翠苑,120.100659,30.300959,否,否,否,否,否,否,,否
手机厂商快应用开发（全栈 兼职项目),60-120元/时,经验不限,学历不限,杭州,经验不限|学历不限,JavaScript|Node.js|React|计算机/软件工程相关专业|前端开发经验|技术博客/开源项目有所贡献|接受居家办公,6,杭州店飞科技有限公司,互联网,20-99人,天使轮,21034cd9c9e49ee21XV809-9EFQ~,谢女士,招聘专员,否,3,2e836aacc0b3e77c0ndz2N21EVdX,48d9f3f9dbf107451Hx529S4F1BQ,wk9sROSBqXo2E-a1p_pOMpLXnFGxnhUX_DSuS6Po6APvrokv6YoTrwRgpWzPwRAu4po6BntjMSZyDMl6lzrIe-M4oy2WpMss44wHpgfKhEDXns7Tw0X5yY3b4mPVbVISmgMeqO21GFnfog~~,615594290,1yGQl9q2wIO.search.293,团建聚餐|工龄奖|保底工资|绩效奖金|年终奖|员工旅游|零食下午茶|股票期权|五险一金,,,西湖区,西湖,120.108235,30.265589,否,否,否,否,否,否,,否
高级全栈工程师,11-14K,3-5年,本科,杭州,3-5年|本科,全栈无侧重|全栈侧重后端|JavaScript|HTML|CSS|TypeScript|Vue|Java|PHP|全栈项目经验,0,寰映信息科技(上...,家具/家电/家居,0-20人,未融资,3a1bb1f92a35ea511nF_3dS_EFQ~,王华,Founder,否,3,5a43db1a1062df9e03Vy2NW9Fg~~,84b4e2c5aaa5f9ad03B63N-6EVBT,o6gEVQRvO6TsV-r1mctUeUX2I_uBum2rRzEo_-W-HI0TT664y5wGva4PH3d5rnk6ek0m_Jb_KByZuR-Tjhnuva2RZABIcuTWllxTzTxXSSz24QHnnqkjunj933I6XSWRIdoWlHWDark~,615594290,1yGQl9q2wIO.search.294,交通补助|餐补|加班补助|年终奖|通讯补贴|节日福利,,,临平区,东湖,120.29538,30.441026,否,否,否,否,否,否,,否
全栈工程师,10-15K,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|CSS|HTML|Spring/Spring Boot|MyBatis|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验|后端开发经验|前端开发经验|SSH架构(jdk1.6)|ExtJs|SpringMVC(jdk1.8)|memcached缓存|Jquery,0,博亦远科技,计算机软件,100-499人,未融资,a1d2e6efaa168bae1nV53d67EFQ~,陈冬琴,HR,否,3,958512a3f2ba9c9b1HN-3dm8GFM~,404cb339d0460a9503F-2t67EVpQ,d6MZAVI4OCbq0-G14rBDL4vlS0IiKRSvloSRpDQNSyQwc0C8J2aq39b_kwYesLWfapXruHW-5Tqp8mD8kxuuC_YdAZQHF7CKZOz7KsTjiAIreK3kvSLosTqSWfSciJL_Lx3_Hoqhl2Hb,615594290,1yGQl9q2wIO.search.295,节日福利|餐补|股票期权|带薪年假|年终奖|交通补助|五险一金|加班补助|零食下午茶,,,西湖区,翠苑,120.120852,30.28098,否,否,否,否,否,否,,否
小程序全栈兼职,20-25K,5-10年,大专,杭州,5-10年|大专,Java|Spring,0,微风口网络科技,移动互联网,0-20人,未融资,afc22c5034f4f9781XVy2Ni-Fg~~,杨大耀,CEO,否,3,7b106eff0811d98a1nJ63tu4FQ~~,ea3dc01b9c8add5e1nR82t--FVVT,3fpJSRDFCZ1XV-Z1HH2oWBjL-SwlmafBvobqWYXc1IMKT0aLUxIAHxStgVqyRMI1u4k9_9dE1gGNkQOUtKcgSSB_n5BqZeyyPbnqwIio3Lirqk2wrx-oL11m8WL3JPnLR6mfzhJl4A~~,615594290,1yGQl9q2wIO.search.296,年终奖|零食下午茶|绩效奖金|节日福利|餐补|交通补助|股票期权|五险一金,,,钱塘区,白杨,120.3364,30.30189,否,否,否,否,否,否,,否
智能软件研发,15-30K,经验不限,本科,杭州,经验不限|本科,Python|Docker|全栈开发|分布式技术|SpringBoot|后端开发|Spring|Python,0,浙江省北大信研院,其他行业,100-499人,未融资,49ad8463966870141HRz29m4Eg~~,郑聪,算法工程师,否,3,21d4b9d1f610cc341X1429i-E1E~,f930698bc8376e0a1nx52Nq8FVRR,tFITriESpGYFL-n14U0-Gq0t7lwz1hphC1Vkux3WgXOoQVwEoyK8f-8tJK1CArDy1abMjBNkrmTbKvHuwOROBuuvxIHxF4syEbT8AfNtsFyhjWwuTiXXGe3nwcRIcy_g7olHuvp5DRs~,615594290,1yGQl9q2wIO.search.297,节日福利|五险一金|股票期权|加班补助|定期体检|带薪年假|年终奖|员工旅游|零食下午茶|补充医疗保险,,,萧山区,钱江世纪城,120.26542,30.221249,否,否,否,否,否,否,,否
